DATE,TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES
10-04-2022,19:00:00,4157.4,1705.89,933.69,1258.54,195.36,25.79
10-04-2022,20:00:00,4295.76,1812.25,955.96,1266.55,193.12,27.6
10-04-2022,21:00:00,4302.61,1892.57,941.8,1218.13,187.38,27.72
10-04-2022,22:00:00,4634.87,2030.02,1021.79,1321.79,190.99,27.74
10-04-2022,23:00:00,4937.14,2143.8,1096.04,1432.93,188.97,26.8
11-04-2022,00:00:00,4849.52,2071.31,1105.54,1406.39,192.37,25.77
11-04-2022,01:00:00,4603.05,1968.65,1050,1332.17,183.74,24.68
11-04-2022,02:00:00,4305.03,1833.57,977.62,1249.66,176.28,24.11
11-04-2022,03:00:00,4069.31,1740.77,913.21,1175.91,177.34,22.86
11-04-2022,04:00:00,3883.15,1672.19,863.84,1112.44,175.77,22.62
11-04-2022,05:00:00,3767.94,1629.14,824.38,1082.8,172.05,23.19
11-04-2022,06:00:00,3765.96,1616.62,822.78,1090.22,173.42,26.06
11-04-2022,07:00:00,3729.65,1566.13,858.31,1067.6,176.91,26.09
11-04-2022,08:00:00,3657.17,1510.59,844.54,1036.15,200.96,27.34
11-04-2022,09:00:00,3840.64,1605.57,843.17,1105.45,223.26,31.82
11-04-2022,10:00:00,4380.47,1757.44,933.1,1344,267.7,33.79
11-04-2022,11:00:00,4684.98,1850.23,999.79,1476.39,277.54,34.12
11-04-2022,12:00:00,4776.84,1866.08,1049.98,1481.21,300.93,34.53
11-04-2022,13:00:00,4785.04,1922.08,1061.57,1437.07,288.84,34.26
11-04-2022,14:00:00,4923.64,1957.94,1102.14,1508.9,279.25,33.19
11-04-2022,15:00:00,5321.02,2188.49,1152.54,1608.41,288.86,34.23
11-04-2022,16:00:00,5391.27,2234.8,1171.47,1615.51,282.05,34.61
11-04-2022,17:00:00,5137.64,2125.72,1114,1547.21,272.33,32.16
11-04-2022,18:00:00,4889.41,1981.43,1116.46,1482.41,233.76,27.91
11-04-2022,19:00:00,4650.47,1895.57,1024.37,1443.78,217.46,27.83
11-04-2022,20:00:00,4701.5,1976.67,1020.99,1426.13,202.94,29.5
11-04-2022,21:00:00,4660.77,2004.45,1021.39,1366.57,194.61,29.62
11-04-2022,22:00:00,5001.51,2137.17,1112.72,1475.78,199.49,29.04
11-04-2022,23:00:00,5220.93,2266.06,1155.02,1528.45,194.32,28.09
12-04-2022,00:00:00,5197.93,2231.9,1170.1,1535.72,182.82,26.77
12-04-2022,01:00:00,4889.22,2078.65,1108.81,1452.54,177.73,25.89
12-04-2022,02:00:00,4528.39,1915.53,1032.1,1340.54,173.01,24.54
12-04-2022,03:00:00,4292.4,1814.88,977,1268.93,167.09,23.75
12-04-2022,04:00:00,4110.37,1737.85,925.03,1223.82,161.02,23.43
12-04-2022,05:00:00,3985.26,1697.43,888.29,1176.32,161.43,23.99
12-04-2022,06:00:00,3930.56,1666.46,878.99,1158.88,162.81,26.17
12-04-2022,07:00:00,3851.88,1589.76,883.42,1145,171.03,26.08
12-04-2022,08:00:00,3726.11,1539.79,846.08,1106.93,174.02,26.06
12-04-2022,09:00:00,3848.9,1579.83,850.05,1114.02,238.28,29.87
12-04-2022,10:00:00,4443.59,1789.48,945.99,1379.04,250.81,31.45
12-04-2022,11:00:00,4656.95,1859,984.63,1465.83,268.36,32.01
12-04-2022,12:00:00,4753.87,1873.46,1000.5,1530.43,271.58,32.75
12-04-2022,13:00:00,4727.54,1895.65,1030.37,1427.73,291.36,31.89
12-04-2022,14:00:00,4838.41,1937.43,1057.36,1483.41,283.53,31.89
12-04-2022,15:00:00,5159.46,2056.97,1133.19,1596.5,290.31,32.43
12-04-2022,16:00:00,5139.67,2069.17,1119.26,1580.9,288.12,32.14
12-04-2022,17:00:00,5026.64,2035.31,1096.04,1542.02,279.12,31.62
12-04-2022,18:00:00,4758.03,1896.59,1080.3,1491.11,223.96,26.53
12-04-2022,19:00:00,4656.12,1899.87,1025.97,1454.43,206.02,27.38
12-04-2022,20:00:00,4708.83,1976.53,1021.77,1434.79,195.75,29.01
12-04-2022,21:00:00,4586.75,1968.18,1037.8,1319.51,187.6,29.06
12-04-2022,22:00:00,4873.56,2100.16,1089.96,1429.8,179.33,28.88
12-04-2022,23:00:00,5109.24,2201.07,1136.61,1524.58,171.9,27.72
13-04-2022,00:00:00,5014.52,2128.68,1139.15,1504.97,167.81,26.16
13-04-2022,01:00:00,4684.74,1975.26,1072.88,1409.64,157.59,24.98
13-04-2022,02:00:00,4438.93,1867.39,1018.05,1337.12,148.95,24.62
13-04-2022,03:00:00,4181.48,1762.68,956.21,1257.47,143.61,23.74
13-04-2022,04:00:00,3984.5,1677.07,906.53,1199.83,139.96,23.42
13-04-2022,05:00:00,3861.14,1636.25,871.46,1155.74,137.46,23.94
13-04-2022,06:00:00,3790.82,1588.62,846.1,1135.85,136.85,25.93
13-04-2022,07:00:00,3789.62,1556.54,885.3,1144.98,140.26,26.36
13-04-2022,08:00:00,3709.63,1501.94,867.04,1110.16,165.83,27.77
13-04-2022,09:00:00,3856.87,1572.02,856.1,1138,224.1,32.64
13-04-2022,10:00:00,4382.27,1760.61,946.43,1341.09,262.39,31.15
13-04-2022,11:00:00,4623.98,1839.48,1024.22,1408.84,282.3,33.61
13-04-2022,12:00:00,4746.53,1861.82,1058.64,1473.3,275.2,33.45
13-04-2022,13:00:00,4769.1,1892.83,1096.81,1414.08,291.98,33.77
13-04-2022,14:00:00,4919.6,1940.7,1131.53,1478.55,287.61,33.05
13-04-2022,15:00:00,5168.55,2026.26,1183.46,1584.46,292.1,32.3
13-04-2022,16:00:00,5223.82,2095.37,1174.08,1578.91,290.52,32.47
13-04-2022,17:00:00,5094.41,2053.47,1151.34,1536.63,275.93,30.94
13-04-2022,18:00:00,4806.42,1908.12,1123.19,1474.08,241.99,28.12
13-04-2022,19:00:00,4656.56,1881.68,1066.08,1430.16,210.47,26.89
13-04-2022,20:00:00,4645.32,1906.98,1055.37,1419.35,194.74,28.61
13-04-2022,21:00:00,4537.65,1956.98,1011.18,1318.7,177.26,28.35
13-04-2022,22:00:00,4862.96,2092.83,1090.35,1424.35,179.83,28.42
13-04-2022,23:00:00,5051.51,2154.72,1150.01,1498.01,175.09,27.67
14-04-2022,00:00:00,5058.19,2160.04,1145.08,1504.1,173.58,26.67
14-04-2022,01:00:00,4767.81,2012.43,1095.83,1429.98,158.64,25.63
14-04-2022,02:00:00,4544.57,1929.16,1039.31,1353.25,154.15,25.44
14-04-2022,03:00:00,4256.9,1800.77,966.7,1277.32,145.84,24.53
14-04-2022,04:00:00,4027.26,1709.88,913.55,1198.82,142.58,24.14
14-04-2022,05:00:00,3890.21,1656.17,880.19,1153.76,138.92,24.34
14-04-2022,06:00:00,3790.94,1600.27,858.58,1136.72,134.57,24.59
14-04-2022,07:00:00,3674.91,1517.23,850.07,1105.97,139.83,20.4
14-04-2022,08:00:00,3580.75,1480.03,826.5,1082.26,139.73,22.56
14-04-2022,09:00:00,3615.13,1497.7,805.75,1097.03,161.39,21.7
14-04-2022,10:00:00,4089.56,1642.02,888.45,1326.25,172.6,22.29
14-04-2022,11:00:00,4398.09,1721.62,975.62,1446.41,182.84,22.38
14-04-2022,12:00:00,4500.01,1782.38,997.69,1475.05,193.94,22.74
14-04-2022,13:00:00,4526.8,1825.99,1022.63,1415.13,193.13,22.85
14-04-2022,14:00:00,4633.82,1863.14,1039.18,1472.12,197.38,23.54
14-04-2022,15:00:00,4923.24,1986.8,1106.56,1562.01,200.55,23.76
14-04-2022,16:00:00,4914.15,1994.05,1097.23,1551.54,201.75,23.73
14-04-2022,17:00:00,4870.68,1967,1097.7,1542.49,194.79,25.35
14-04-2022,18:00:00,4645.74,1887.45,1065.32,1439.59,181.45,24.84
14-04-2022,19:00:00,4600.04,1887.57,1044.17,1424.54,179.62,25.38
14-04-2022,20:00:00,4456.6,1818.93,1021.82,1361.88,186.05,24.47
14-04-2022,21:00:00,4308.56,1857.07,971.39,1241.51,173.96,26.66
14-04-2022,22:00:00,4544.78,1970.74,1000.03,1340.03,164.47,26.3
14-04-2022,23:00:00,4846.43,2106.55,1066.54,1438.46,163.88,26.21
15-04-2022,00:00:00,4865.93,2101.43,1077.93,1454.55,160.09,25.9
15-04-2022,01:00:00,4639.09,1992.79,1047.74,1380.9,148.89,24.86
15-04-2022,02:00:00,4400.93,1880.84,996.79,1311.1,145.98,24.39
15-04-2022,03:00:00,4165.63,1776.79,941.07,1243.32,141.43,23.92
15-04-2022,04:00:00,3940.64,1685.19,872.71,1182.46,137.81,23.31
15-04-2022,05:00:00,3824.45,1643.24,846.22,1140.08,136.17,23.2
15-04-2022,06:00:00,3700.73,1584.5,823.51,1103.37,130.59,23.6
15-04-2022,07:00:00,3621.91,1500.77,840.77,1084.68,134.78,22.49
15-04-2022,08:00:00,3561.21,1447.48,818.46,1096.2,136.43,21.58
15-04-2022,09:00:00,3637.12,1500.18,811.38,1117.05,153.88,21.88
15-04-2022,10:00:00,4140,1644.24,911.98,1347.94,176.64,21.75
15-04-2022,11:00:00,4397.05,1709.16,998.7,1443.3,182.45,22.52
15-04-2022,12:00:00,4547.86,1794.9,1025.62,1474.4,187.79,22.36
15-04-2022,13:00:00,4513.02,1824.23,1014.32,1417.96,187.49,22.76
15-04-2022,14:00:00,4624.64,1842.87,1050.82,1467.41,196.09,22.52
15-04-2022,15:00:00,4900.99,1970.3,1110.92,1556.73,193.3,23.17
15-04-2022,16:00:00,4936.39,1974.12,1134.76,1559.4,197.05,24.12
15-04-2022,17:00:00,4806.85,1939.67,1085.14,1536.91,186.01,25.06
15-04-2022,18:00:00,4603.17,1822.15,1076.77,1450.99,184.56,24.22
15-04-2022,19:00:00,4495.79,1834.22,1003.41,1417.55,173.09,25
15-04-2022,20:00:00,4536.94,1892.73,1003.41,1395.35,177.24,26.9
15-04-2022,21:00:00,4436.44,1904.71,978.97,1306.98,178.08,27.01
15-04-2022,22:00:00,4684.83,2036.27,1031.88,1380.72,166.57,26.95
15-04-2022,23:00:00,4975.83,2155.23,1087.98,1490.06,167.95,26.44
16-04-2022,00:00:00,4972.09,2142.24,1111.36,1481.8,164.72,25.45
16-04-2022,01:00:00,4738.3,2027.95,1065.63,1421.79,154.01,24.74
16-04-2022,02:00:00,4461.39,1899.47,1006.56,1340.38,148.36,24.28
16-04-2022,03:00:00,4180.14,1776.69,941.11,1256.06,143.04,23.33
16-04-2022,04:00:00,3980.17,1697.06,887.9,1195.36,137.02,23.07
16-04-2022,05:00:00,3866.73,1661.45,860.43,1157.02,132.03,23.28
16-04-2022,06:00:00,3783.21,1613.34,846.69,1132.25,130.63,23.91
16-04-2022,07:00:00,3709.84,1526.5,872.46,1116.64,134.49,23.43
16-04-2022,08:00:00,3589.42,1481.14,836.93,1070.09,139.34,23.79
16-04-2022,09:00:00,3612.44,1504.14,818.09,1047.56,183.01,25.73
16-04-2022,10:00:00,3916.79,1603.94,890.41,1163.89,195.87,26.61
16-04-2022,11:00:00,4177.8,1712.71,976.76,1217.38,204.58,27.07
16-04-2022,12:00:00,4214.03,1691.42,989.06,1241.63,220.81,27.24
16-04-2022,13:00:00,4278.07,1759.04,1023.94,1201.34,224.38,27.61
16-04-2022,14:00:00,4406.79,1876.53,1031.3,1208.06,223.39,26.4
16-04-2022,15:00:00,4796.48,2023.81,1109.27,1371.48,220.89,25.79
16-04-2022,16:00:00,4850.07,2046.47,1124.36,1379.9,225.91,26.19
16-04-2022,17:00:00,4717.73,1993.76,1117.51,1330.11,205.34,27.18
16-04-2022,18:00:00,4438.66,1859.28,1060.56,1263.16,187.22,25.79
16-04-2022,19:00:00,4376.22,1867.54,1024.95,1231.51,181.43,25.46
16-04-2022,20:00:00,4363.48,1906.82,996.91,1217.88,171.82,27.45
16-04-2022,21:00:00,4404.95,1981.56,996.94,1194.45,168.42,27.78
16-04-2022,22:00:00,4604.22,2055.11,1035.2,1273.85,171.03,27.13
16-04-2022,23:00:00,4892.55,2183.08,1093.28,1378.09,167.2,26.68
17-04-2022,00:00:00,4937.15,2206.32,1121.39,1373.14,163.36,26.06
17-04-2022,01:00:00,4708.43,2112.36,1064.42,1306.79,155.7,25.06
17-04-2022,02:00:00,4436.57,1990.54,1001.41,1227.69,149.94,24.63
17-04-2022,03:00:00,4171.4,1861.77,944.84,1157.66,143.98,23.51
17-04-2022,04:00:00,3957.12,1777.34,888.36,1095.86,134.87,23.23
17-04-2022,05:00:00,3816.95,1719.03,854.5,1057.21,133.63,23.48
17-04-2022,06:00:00,3686.15,1642.25,836.45,1018.73,129.98,23.58
17-04-2022,07:00:00,3570.88,1552.57,842.28,992.91,126.65,22.63
17-04-2022,08:00:00,3478.65,1489.41,817.18,986.32,130.61,21.56
17-04-2022,09:00:00,3496.68,1511.1,790.76,1004.18,136.72,21.6
17-04-2022,10:00:00,3790.5,1570.79,856.05,1168.76,137.86,22.76
17-04-2022,11:00:00,3995.96,1654.2,890.38,1237.06,155.94,22.79
17-04-2022,12:00:00,4161.56,1702.35,935.84,1297.72,163.8,22.91
17-04-2022,13:00:00,4220.22,1776.25,951.05,1262.92,167.44,23.07
17-04-2022,14:00:00,4345.04,1819.24,963.72,1331.83,163.29,23.78
17-04-2022,15:00:00,4595.69,1915.08,1036.72,1402.7,171.23,24.65
17-04-2022,16:00:00,4615.63,1933.63,1039.4,1386.66,176.27,25.49
17-04-2022,17:00:00,4479.44,1877.44,1026.34,1333.32,164.44,26.7
17-04-2022,18:00:00,4290.45,1806.92,987.74,1268.85,161.81,26.59
17-04-2022,19:00:00,4249.24,1779.66,965.91,1264.54,176.66,26.48
17-04-2022,20:00:00,4390.82,1913.95,976.95,1261.01,167.61,27.66
17-04-2022,21:00:00,4448.22,1996.76,966.07,1249.08,168.59,28.55
17-04-2022,22:00:00,4797.95,2164.13,1025.25,1356.76,170.51,28.94
17-04-2022,23:00:00,5145.93,2326.96,1134.84,1446.36,171.35,28.43
18-04-2022,00:00:00,5156.7,2292.39,1151.91,1469.28,167.17,27.4
18-04-2022,01:00:00,4900.69,2167.34,1100.76,1399.42,159.93,26.4
18-04-2022,02:00:00,4639.81,2047.41,1047.79,1320.77,153.93,25.8
18-04-2022,03:00:00,4384.88,1927.37,991.99,1255.23,143.81,24.78
18-04-2022,04:00:00,4151.9,1831.27,931.71,1182.87,142.52,24.07
18-04-2022,05:00:00,4010.89,1772.32,895.66,1140.17,140.07,24.74
18-04-2022,06:00:00,3928.6,1733.49,886.19,1112.57,139.75,26.6
18-04-2022,07:00:00,3837.04,1629.1,904.63,1098.49,142.82,25.9
18-04-2022,08:00:00,3763.84,1589.96,875.34,1056.86,172.08,28.73
18-04-2022,09:00:00,3985.06,1693.66,881.52,1118.48,225.85,34.14
18-04-2022,10:00:00,4540.23,1891.7,947.93,1350.28,269.87,35.85
18-04-2022,11:00:00,4782.9,1989.68,993.78,1425.46,287.02,36.35
18-04-2022,12:00:00,4875.56,1967.81,1042.74,1502.7,277.55,35.53
18-04-2022,13:00:00,4907.04,2012.3,1073.86,1464.47,276.26,36.9
18-04-2022,14:00:00,5060.18,2089.64,1093.6,1524.13,283.71,37.07
18-04-2022,15:00:00,5413.31,2216.6,1179.21,1644.08,285.58,36.34
18-04-2022,16:00:00,5483.51,2281.03,1175.7,1638.43,305.03,36.96
18-04-2022,17:00:00,5336.23,2208.08,1154.07,1595.2,293.6,35.33
18-04-2022,18:00:00,4988.31,2060.33,1113.03,1503.85,243.36,29.93
18-04-2022,19:00:00,4814.21,2037.62,1038.31,1444.42,219.4,28.72
18-04-2022,20:00:00,4827.76,2066.37,1046.99,1440.31,205.39,30.3
18-04-2022,21:00:00,4873.07,2164.68,1057.9,1391.72,187.7,30.45
18-04-2022,22:00:00,5204,2299.03,1154.27,1483.15,186.84,30.47
18-04-2022,23:00:00,5582.69,2453.78,1239.06,1619.13,187.28,29.56
19-04-2022,00:00:00,5506.86,2404.3,1244.87,1600.58,175.64,28.05
19-04-2022,01:00:00,5202.04,2258.67,1180.53,1523.36,162.85,26.91
19-04-2022,02:00:00,4880,2101.36,1108.71,1435.73,161.51,26.29
19-04-2022,03:00:00,4561.64,1959.42,1036.71,1343,153.41,25.44
19-04-2022,04:00:00,4313.78,1851.12,972.93,1275.69,148.09,24.94
19-04-2022,05:00:00,4147.33,1792.15,924.18,1224.74,141.4,25.4
19-04-2022,06:00:00,4017.23,1726.46,896.2,1187.07,142.59,26.6
19-04-2022,07:00:00,3889.82,1615.94,910.63,1156.42,143.89,26.84
19-04-2022,08:00:00,3755.95,1533.69,860.22,1107.15,182.76,27.67
19-04-2022,09:00:00,3978.49,1639.79,868.22,1182.14,217.62,33.04
19-04-2022,10:00:00,4487.72,1789.88,946.64,1402.46,269.65,33.6
19-04-2022,11:00:00,4749.18,1905.64,988.66,1484.3,293.98,34.57
19-04-2022,12:00:00,5004.16,2012.71,1059.65,1540.78,300.34,35.94
19-04-2022,13:00:00,4966.55,2007.97,1068.06,1491.57,316.3,37.49
19-04-2022,14:00:00,5201.85,2112.21,1131.98,1548.16,318.47,36.9
19-04-2022,15:00:00,5619.19,2291.54,1206.22,1710.56,324.79,37.88
19-04-2022,16:00:00,5629.13,2293.76,1221.95,1699.73,322.24,37.43
19-04-2022,17:00:00,5401.18,2178.32,1181.72,1652.61,301.41,37
19-04-2022,18:00:00,5038.9,2069.21,1123.25,1511.75,251.67,30.8
19-04-2022,19:00:00,4884.67,2018.62,1053.12,1506.69,227.53,29.33
19-04-2022,20:00:00,4850.24,2064.91,1043.07,1460.56,205.67,30.7
19-04-2022,21:00:00,4869.89,2146.73,1054.6,1405.06,184.27,30.81
19-04-2022,22:00:00,5219.73,2278.39,1143.89,1537.87,178.43,30.94
19-04-2022,23:00:00,5586.07,2448.12,1226.93,1641.34,183.61,30.12
20-04-2022,00:00:00,5539.42,2409.35,1244.13,1627.97,177.05,28.9
20-04-2022,01:00:00,5215.21,2250.04,1180.33,1534.02,173.63,27.76
20-04-2022,02:00:00,4904.33,2119.63,1103.93,1443.86,163.25,26.7
20-04-2022,03:00:00,4613.48,1986.13,1039.88,1359.24,158.1,25.92
20-04-2022,04:00:00,4354.59,1873.37,977.39,1282.19,154.36,25.7
20-04-2022,05:00:00,4199.78,1814.21,938.75,1227.94,152.61,26.26
20-04-2022,06:00:00,4029.31,1707.01,901.13,1185.65,143.26,27.43
20-04-2022,07:00:00,3914.72,1646.58,916.35,1155.54,130.4,27.04
20-04-2022,08:00:00,3800.95,1584.74,872.17,1108,168.56,29.2
20-04-2022,09:00:00,3981,1676.23,891.23,1147.85,206.46,33.43
20-04-2022,10:00:00,4590.17,1817.46,1020.22,1421.24,256.8,35.64
20-04-2022,11:00:00,4902.99,1978.41,1065.33,1492.97,286.3,36.96
20-04-2022,12:00:00,5021.64,2000.62,1107.15,1519.76,305.75,37.39
20-04-2022,13:00:00,5076.18,2048.3,1150.08,1506.06,309.01,38.03
20-04-2022,14:00:00,5137.79,2073.18,1173.61,1493.76,311.23,36.49
20-04-2022,15:00:00,5633.55,2276.11,1270.54,1691.4,311.82,36.3
21-04-2022,00:00:00,5632.7,2441.17,1282.57,1648.37,180.97,28.97
21-04-2022,01:00:00,5357.56,2322.14,1212.96,1576.01,168.79,27.9
21-04-2022,02:00:00,5058.55,2180.95,1158.07,1485.8,161.21,27.72
21-04-2022,03:00:00,4776.17,2069.39,1090.71,1389.11,154.88,26.73
21-04-2022,04:00:00,4564.84,1978.31,1025.69,1337.62,153.33,26.5
21-04-2022,05:00:00,4377.65,1899.54,984.43,1271.18,153.19,26.96
21-04-2022,06:00:00,4182.99,1808.04,944.99,1209.65,152.18,28.78
21-04-2022,07:00:00,3993.29,1678.79,924.16,1165.15,161.63,27.47
21-04-2022,08:00:00,3886.39,1597.8,893.93,1144.45,183.67,29.76
21-04-2022,09:00:00,3944.91,1619.17,868.53,1141.96,236.12,34.32
21-04-2022,10:00:00,4514.56,1815.06,972.85,1375.41,273.54,36.49
21-04-2022,11:00:00,4794.54,1909.39,1053.07,1466.08,284.06,35.93
21-04-2022,12:00:00,4868.08,1925.7,1074.49,1488.44,296.8,34.64
21-04-2022,13:00:00,4627.41,1817.93,1041.33,1394.54,279.48,35.25
21-04-2022,14:00:00,4689.14,1866.74,1028.95,1436.24,279.22,33.25
21-04-2022,15:00:00,4966.85,2004.84,1102.54,1497.3,279.59,34.25
21-04-2022,16:00:00,5069.4,2035.5,1139.85,1542.62,279.11,35.48
21-04-2022,17:00:00,5001.9,2021.82,1100.7,1518.07,275.07,34.12
21-04-2022,18:00:00,4731.4,1911.31,1076.99,1439,235.4,29.39
21-04-2022,19:00:00,4590.71,1885.69,997.4,1429.83,202.75,27.54
21-04-2022,20:00:00,4598.77,1940.67,999.97,1390.19,194.93,29.35
21-04-2022,21:00:00,4487.51,1964.83,977.48,1296.83,173.41,29.37
21-04-2022,22:00:00,4705.46,2079.21,1015.45,1358.12,177.51,29.35
21-04-2022,23:00:00,5062.63,2227.8,1107.86,1479.52,170.6,28.32
22-04-2022,00:00:00,4975.76,2161.59,1116.46,1453.31,169.51,27.44
22-04-2022,01:00:00,4581.92,1970.58,1027.76,1360.99,152.87,26.01
22-04-2022,02:00:00,4233.43,1796.85,963.6,1259.95,147.47,25.24
22-04-2022,03:00:00,4130.68,1784.32,934.02,1206.37,141.76,24.81
22-04-2022,04:00:00,3927.19,1710.83,865.23,1147.96,139.69,24.63
22-04-2022,05:00:00,3814.96,1656.57,834.37,1124.73,138.18,24.85
22-04-2022,06:00:00,3725.61,1623.67,821.04,1084.07,133.79,26.58
22-04-2022,07:00:00,3704.95,1557.52,839.38,1090.02,156.01,26.31
22-04-2022,08:00:00,3614.35,1499.4,822.97,1051.57,182.33,26.92
22-04-2022,09:00:00,3818.28,1590.51,819.87,1102.31,233.98,32.88
22-04-2022,10:00:00,4406.42,1768.32,927.94,1361.47,266.58,34.26
22-04-2022,11:00:00,4684.02,1845.62,1010.18,1460.97,287.12,34.76
22-04-2022,12:00:00,4814.42,1878.48,1054.36,1494.96,310,34.86
22-04-2022,13:00:00,4746.88,1908.64,1050.2,1405.09,295.42,35.26
22-04-2022,14:00:00,4895.57,1974.17,1065.65,1492.55,279.79,34.7
22-04-2022,15:00:00,5252.82,2091.08,1181.42,1609.19,293.37,35.41
22-04-2022,16:00:00,5311.44,2124.2,1173.63,1630.96,289.92,35.9
22-04-2022,17:00:00,5138.07,2024.44,1150,1590.5,277.53,33.87
22-04-2022,18:00:00,4811.36,1957.26,1083.09,1472.28,236.91,29.55
22-04-2022,19:00:00,4718.45,1938.93,1046.08,1454.5,208.55,27.98
22-04-2022,20:00:00,4664.24,1948.17,1027.27,1423.57,190.74,29.43
22-04-2022,21:00:00,4502.48,1957.4,983.45,1309.32,179.1,29.62
22-04-2022,22:00:00,4752.6,2048.04,1043.43,1408.64,175.7,29.24
22-04-2022,23:00:00,5055.4,2189.02,1120.55,1496.47,173.35,28.35
23-04-2022,00:00:00,5081.61,2187.03,1139.28,1513.02,166.88,27.23
23-04-2022,01:00:00,4831.48,2075.75,1085.32,1443.38,155.18,26.01
23-04-2022,02:00:00,4564.2,1959.98,1019.59,1366.53,149.21,25.56
23-04-2022,03:00:00,4286.28,1838.56,957.82,1279.48,145.1,24.63
23-04-2022,04:00:00,4057.03,1745.76,900.26,1210.13,139.32,23.27
23-04-2022,05:00:00,3900.8,1684.81,865.12,1153.72,136.28,23.9
23-04-2022,06:00:00,3745.27,1602.09,845.86,1104.73,133.12,23.3
23-04-2022,07:00:00,3664.27,1509.67,865.18,1100.3,138.18,24.11
23-04-2022,08:00:00,3576.62,1486.48,826.04,1057.17,149.05,24.74
23-04-2022,09:00:00,3639.78,1551.36,835.29,1041.51,167.15,28
23-04-2022,10:00:00,4082.59,1707.36,930.21,1180.89,191.24,28.93
23-04-2022,11:00:00,4320.53,1779.21,1012.64,1254.91,205.03,29.21
23-04-2022,12:00:00,4463.39,1816.97,1036.94,1328.67,209.31,29.49
23-04-2022,13:00:00,4413.44,1822.13,1048.42,1263.08,210.52,29.55
23-04-2022,14:00:00,4541.38,1879.83,1083.7,1298.48,209.22,28.11
23-04-2022,15:00:00,4834.49,2015.87,1136.48,1399.77,211.83,27.42
23-04-2022,16:00:00,4888.92,2045.39,1154.06,1405.04,214.3,24.74
23-04-2022,17:00:00,4762.76,1960.23,1163.22,1357.1,208.55,27.41
23-04-2022,18:00:00,4567.31,1922.69,1109.46,1273.28,192.82,26.44
23-04-2022,19:00:00,4418.13,1862.22,1055.93,1257.35,173.95,26.49
23-04-2022,20:00:00,4475.77,1932.59,1025.46,1276.14,170.04,28.18
23-04-2022,21:00:00,4384.02,1938.02,991.25,1220.93,164.22,27.92
23-04-2022,22:00:00,4666.74,2050.7,1047.63,1337.33,161.24,27.54
23-04-2022,23:00:00,5022.11,2227,1133.71,1425.06,161.13,27.62
24-04-2022,00:00:00,5031.66,2209.9,1157.97,1430.6,158.31,27.06
24-04-2022,01:00:00,4820.87,2108.38,1109.71,1384.01,146.85,26.11
24-04-2022,02:00:00,4576.97,1994.2,1061.35,1314.64,137.61,25.64
24-04-2022,03:00:00,4307.11,1884.97,997.49,1232.99,134.17,25.15
24-04-2022,04:00:00,4065.36,1777.25,934.03,1161.12,129.94,24.31
24-04-2022,05:00:00,3896.65,1702.01,894.09,1112.54,126.83,24.15
24-04-2022,06:00:00,3699.97,1615.24,853.07,1050.19,119.83,24.3
24-04-2022,07:00:00,3525,1500.61,829.16,1017.6,122.59,23.03
24-04-2022,08:00:00,3436.99,1438.12,805.51,1013.73,125.11,22.02
24-04-2022,09:00:00,3404.55,1413.06,791.42,1017.92,128.51,21.91
24-04-2022,10:00:00,3763.18,1507.39,858.59,1202.48,136.27,22.88
24-04-2022,11:00:00,3969.08,1566.75,924.7,1272.29,143.99,23.24
24-04-2022,12:00:00,4031.54,1568.52,938.17,1313.09,149.78,23.61
24-04-2022,13:00:00,4101.48,1615.33,972.36,1298.69,154.63,23.82
24-04-2022,14:00:00,4317.35,1743.02,986.99,1365.74,156.23,24.37
24-04-2022,15:00:00,4624.6,1884.46,1047.35,1459.55,163.62,25.72
24-04-2022,16:00:00,4625.85,1882.36,1066.21,1439.55,165.83,26.76
24-04-2022,17:00:00,4478.59,1849.66,1020.14,1372.94,163.97,27.47
24-04-2022,18:00:00,4287.9,1764.17,1000.89,1294.03,159.77,26.66
24-04-2022,19:00:00,4253.35,1752.37,975.6,1293.4,164.79,26.43
24-04-2022,20:00:00,4339.25,1832.76,980.35,1288.32,165.35,28.45
24-04-2022,21:00:00,4421.91,1946.4,976.74,1262.39,161.29,29.09
24-04-2022,22:00:00,4757.6,2103.58,1054.47,1363.23,161.59,29.51
24-04-2022,23:00:00,5169.58,2275.95,1148.83,1502.27,162.77,29.21
25-04-2022,00:00:00,5201.3,2268.12,1179.69,1518.38,157.54,28.51
25-04-2022,01:00:00,4935.6,2147.75,1125.84,1437.56,150.26,27.27
25-04-2022,02:00:00,4645.16,2013.24,1061.82,1355.19,144.62,26.2
25-04-2022,03:00:00,4348.02,1890.13,990.82,1265.2,135.11,25.48
25-04-2022,04:00:00,4132.82,1796.43,932.14,1206.34,133.59,25.09
25-04-2022,05:00:00,3957.92,1716.57,896.42,1151.25,130.63,25.5
25-04-2022,06:00:00,3827.1,1659.46,855.74,1119.55,128.42,27.4
25-04-2022,07:00:00,3772.34,1594.5,886.23,1090.44,135.51,27.08
25-04-2022,08:00:00,3694.84,1530.91,846.31,1086.75,167.14,28.6
25-04-2022,09:00:00,3826.88,1590.98,839.42,1117.56,210.79,32.87
25-04-2022,10:00:00,4491.28,1819.3,954.99,1376.74,261.95,35.68
25-04-2022,11:00:00,4716.15,1911.02,1006.81,1440.7,284.99,36.44
