datetime (UTC),"coordinates (lat,lon)",temperature (degC),relative_humidity (0-1),total_precipitation (mm of water equivalent)
2022-05-26 17:00:00,"(28.557124, 77.083366)",28.81,0.65,0.00
2022-05-26 18:00:00,"(28.557124, 77.083366)",28.75,0.65,0.00
2022-05-26 19:00:00,"(28.557124, 77.083366)",28.55,0.67,0.00
2022-05-26 20:00:00,"(28.557124, 77.083366)",27.59,0.70,0.00
2022-05-26 21:00:00,"(28.557124, 77.083366)",27.60,0.70,0.00
2022-05-26 22:00:00,"(28.557124, 77.083366)",26.88,0.77,0.00
2022-05-26 23:00:00,"(28.557124, 77.083366)",26.88,0.78,0.00
2022-05-27 00:00:00,"(28.557124, 77.083366)",28.84,0.71,0.00
2022-05-27 01:00:00,"(28.557124, 77.083366)",28.95,0.70,0.00
2022-05-27 02:00:00,"(28.557124, 77.083366)",31.05,0.62,0.00
2022-05-27 03:00:00,"(28.557124, 77.083366)",31.87,0.57,0.00
2022-05-27 04:00:00,"(28.557124, 77.083366)",32.54,0.53,0.00
2022-05-27 05:00:00,"(28.557124, 77.083366)",34.77,0.44,0.00
2022-05-27 06:00:00,"(28.557124, 77.083366)",36.91,0.38,0.00
2022-05-27 07:00:00,"(28.557124, 77.083366)",37.37,0.37,0.00
2022-05-27 08:00:00,"(28.557124, 77.083366)",39.00,0.34,0.00
2022-05-27 09:00:00,"(28.557124, 77.083366)",39.47,0.34,0.00
2022-05-27 10:00:00,"(28.557124, 77.083366)",37.52,0.37,0.00
2022-05-27 11:00:00,"(28.557124, 77.083366)",37.06,0.37,0.00
2022-05-27 12:00:00,"(28.557124, 77.083366)",37.23,0.36,0.00
2022-05-27 13:00:00,"(28.557124, 77.083366)",35.96,0.38,0.00
2022-05-27 14:00:00,"(28.557124, 77.083366)",34.18,0.47,0.00
2022-05-27 15:00:00,"(28.557124, 77.083366)",33.08,0.52,0.00
2022-05-27 16:00:00,"(28.557124, 77.083366)",32.62,0.55,0.00
2022-05-27 17:00:00,"(28.557124, 77.083366)",31.37,0.61,0.00
2022-05-27 18:00:00,"(28.557124, 77.083366)",31.25,0.63,0.00
2022-05-27 19:00:00,"(28.557124, 77.083366)",30.88,0.64,0.00
2022-05-27 20:00:00,"(28.557124, 77.083366)",30.05,0.68,0.00
2022-05-27 21:00:00,"(28.557124, 77.083366)",29.92,0.70,0.00
2022-05-27 22:00:00,"(28.557124, 77.083366)",29.34,0.68,0.00
2022-05-27 23:00:00,"(28.557124, 77.083366)",29.13,0.69,0.00
2022-05-28 00:00:00,"(28.557124, 77.083366)",30.20,0.66,0.00
2022-05-28 01:00:00,"(28.557124, 77.083366)",30.51,0.64,0.00
2022-05-28 02:00:00,"(28.557124, 77.083366)",32.25,0.56,0.00
2022-05-28 03:00:00,"(28.557124, 77.083366)",33.41,0.52,0.00
2022-05-28 04:00:00,"(28.557124, 77.083366)",34.06,0.51,0.00
2022-05-28 05:00:00,"(28.557124, 77.083366)",36.35,0.44,0.00
2022-05-28 06:00:00,"(28.557124, 77.083366)",38.60,0.39,0.00
2022-05-28 07:00:00,"(28.557124, 77.083366)",38.62,0.38,0.00
2022-05-28 08:00:00,"(28.557124, 77.083366)",40.52,0.33,0.00
2022-05-28 09:00:00,"(28.557124, 77.083366)",41.09,0.31,0.00
2022-05-28 10:00:00,"(28.557124, 77.083366)",40.62,0.33,0.00
2022-05-28 11:00:00,"(28.557124, 77.083366)",40.83,0.32,0.00
2022-05-28 12:00:00,"(28.557124, 77.083366)",40.60,0.32,0.00
2022-05-28 13:00:00,"(28.557124, 77.083366)",39.69,0.38,0.00
2022-05-28 14:00:00,"(28.557124, 77.083366)",37.27,0.41,0.05
2022-05-28 15:00:00,"(28.557124, 77.083366)",35.02,0.46,0.03
2022-05-28 16:00:00,"(28.557124, 77.083366)",34.09,0.52,0.00
2022-05-28 17:00:00,"(28.557124, 77.083366)",31.71,0.58,0.00
2022-05-28 18:00:00,"(28.557124, 77.083366)",31.15,0.60,0.00
2022-05-28 19:00:00,"(28.557124, 77.083366)",31.35,0.58,0.00
2022-05-28 20:00:00,"(28.557124, 77.083366)",30.11,0.63,0.00
2022-05-28 21:00:00,"(28.557124, 77.083366)",29.75,0.63,0.00
2022-05-28 22:00:00,"(28.557124, 77.083366)",28.77,0.73,0.00
2022-05-28 23:00:00,"(28.557124, 77.083366)",28.88,0.69,0.00
2022-05-29 00:00:00,"(28.557124, 77.083366)",29.98,0.63,0.00
2022-05-29 01:00:00,"(28.557124, 77.083366)",30.82,0.56,0.00
2022-05-29 02:00:00,"(28.557124, 77.083366)",32.67,0.48,0.00
2022-05-29 03:00:00,"(28.557124, 77.083366)",33.48,0.47,0.00
2022-05-29 04:00:00,"(28.557124, 77.083366)",33.73,0.49,0.00
2022-05-29 05:00:00,"(28.557124, 77.083366)",35.89,0.45,0.00
2022-05-29 06:00:00,"(28.557124, 77.083366)",38.15,0.41,0.00
2022-05-29 07:00:00,"(28.557124, 77.083366)",38.57,0.39,0.00
2022-05-29 08:00:00,"(28.557124, 77.083366)",40.38,0.34,0.00
2022-05-29 09:00:00,"(28.557124, 77.083366)",40.66,0.34,0.00
2022-05-29 10:00:00,"(28.557124, 77.083366)",39.68,0.33,0.00
2022-05-29 11:00:00,"(28.557124, 77.083366)",39.52,0.33,0.00
2022-05-29 12:00:00,"(28.557124, 77.083366)",39.18,0.33,0.00
2022-05-29 13:00:00,"(28.557124, 77.083366)",37.80,0.37,0.00
2022-05-29 14:00:00,"(28.557124, 77.083366)",35.11,0.48,0.00
2022-05-29 15:00:00,"(28.557124, 77.083366)",33.33,0.55,0.00
2022-05-29 16:00:00,"(28.557124, 77.083366)",32.39,0.59,0.00
2022-05-29 17:00:00,"(28.557124, 77.083366)",31.42,0.64,0.00
2022-05-29 18:00:00,"(28.557124, 77.083366)",31.18,0.67,0.00
2022-05-29 19:00:00,"(28.557124, 77.083366)",31.32,0.67,0.00
2022-05-29 20:00:00,"(28.557124, 77.083366)",30.14,0.72,0.00
2022-05-29 21:00:00,"(28.557124, 77.083366)",30.20,0.72,0.00
2022-05-29 22:00:00,"(28.557124, 77.083366)",28.73,0.79,0.00
2022-05-29 23:00:00,"(28.557124, 77.083366)",28.64,0.80,0.00
2022-05-30 00:00:00,"(28.557124, 77.083366)",29.88,0.77,0.00
2022-05-30 01:00:00,"(28.557124, 77.083366)",30.01,0.75,0.00
2022-05-30 02:00:00,"(28.557124, 77.083366)",31.65,0.69,0.00
2022-05-30 03:00:00,"(28.557124, 77.083366)",32.77,0.62,0.00
2022-05-30 04:00:00,"(28.557124, 77.083366)",33.22,0.57,0.00
2022-05-30 05:00:00,"(28.557124, 77.083366)",35.38,0.50,0.00
2022-05-30 06:00:00,"(28.557124, 77.083366)",37.55,0.43,0.00
2022-05-30 07:00:00,"(28.557124, 77.083366)",38.01,0.41,0.00
2022-05-30 08:00:00,"(28.557124, 77.083366)",40.44,0.30,0.00
2022-05-30 09:00:00,"(28.557124, 77.083366)",41.07,0.27,0.00
2022-05-30 10:00:00,"(28.557124, 77.083366)",39.83,0.30,0.00
2022-05-30 11:00:00,"(28.557124, 77.083366)",39.94,0.29,0.00
2022-05-30 12:00:00,"(28.557124, 77.083366)",40.46,0.28,0.00
2022-05-30 13:00:00,"(28.557124, 77.083366)",37.27,0.37,0.00
2022-05-30 14:00:00,"(28.557124, 77.083366)",35.80,0.37,0.00
2022-05-30 15:00:00,"(28.557124, 77.083366)",34.95,0.39,0.00
2022-05-30 16:00:00,"(28.557124, 77.083366)",33.83,0.46,0.00
2022-05-30 17:00:00,"(28.557124, 77.083366)",31.66,0.56,0.00
2022-05-30 18:00:00,"(28.557124, 77.083366)",31.77,0.57,0.00
2022-05-30 19:00:00,"(28.557124, 77.083366)",30.88,0.58,0.00
2022-05-30 20:00:00,"(28.557124, 77.083366)",29.55,0.60,0.00
2022-05-30 21:00:00,"(28.557124, 77.083366)",28.98,0.56,0.00
2022-05-30 22:00:00,"(28.557124, 77.083366)",28.70,0.67,0.00
2022-05-30 23:00:00,"(28.557124, 77.083366)",28.24,0.65,0.00
2022-05-31 00:00:00,"(28.557124, 77.083366)",29.13,0.60,0.00
2022-05-31 01:00:00,"(28.557124, 77.083366)",29.31,0.57,0.00
2022-05-31 02:00:00,"(28.557124, 77.083366)",30.87,0.50,0.00
2022-05-31 03:00:00,"(28.557124, 77.083366)",31.59,0.44,0.00
2022-05-31 04:00:00,"(28.557124, 77.083366)",32.25,0.43,0.00
2022-05-31 05:00:00,"(28.557124, 77.083366)",35.48,0.37,0.00
2022-05-31 06:00:00,"(28.557124, 77.083366)",37.78,0.33,0.00
2022-05-31 07:00:00,"(28.557124, 77.083366)",38.21,0.32,0.00
2022-05-31 08:00:00,"(28.557124, 77.083366)",40.32,0.27,0.00
2022-05-31 09:00:00,"(28.557124, 77.083366)",40.75,0.26,0.00
2022-05-31 10:00:00,"(28.557124, 77.083366)",39.87,0.29,0.00
2022-05-31 11:00:00,"(28.557124, 77.083366)",39.60,0.30,0.00
2022-05-31 12:00:00,"(28.557124, 77.083366)",39.39,0.32,0.00
2022-05-31 13:00:00,"(28.557124, 77.083366)",39.24,0.32,0.00
2022-05-31 14:00:00,"(28.557124, 77.083366)",35.87,0.43,0.00
2022-05-31 15:00:00,"(28.557124, 77.083366)",33.21,0.49,0.00
2022-05-31 16:00:00,"(28.557124, 77.083366)",32.40,0.54,0.00
2022-05-31 17:00:00,"(28.557124, 77.083366)",31.04,0.59,0.00
2022-05-31 18:00:00,"(28.557124, 77.083366)",31.17,0.60,0.00
2022-05-31 19:00:00,"(28.557124, 77.083366)",31.29,0.60,0.00
2022-05-31 20:00:00,"(28.557124, 77.083366)",29.98,0.64,0.00
2022-05-31 21:00:00,"(28.557124, 77.083366)",29.50,0.66,0.00
2022-05-31 22:00:00,"(28.557124, 77.083366)",28.27,0.67,0.00
2022-05-31 23:00:00,"(28.557124, 77.083366)",26.84,0.73,0.00
2022-06-01 00:00:00,"(28.557124, 77.083366)",28.78,0.65,0.00
2022-06-01 01:00:00,"(28.557124, 77.083366)",29.41,0.58,0.00
2022-06-01 02:00:00,"(28.557124, 77.083366)",32.11,0.47,0.00
2022-06-01 03:00:00,"(28.557124, 77.083366)",33.66,0.42,0.00
2022-06-01 04:00:00,"(28.557124, 77.083366)",34.88,0.38,0.00
2022-06-01 05:00:00,"(28.557124, 77.083366)",38.59,0.30,0.00
2022-06-01 06:00:00,"(28.557124, 77.083366)",40.77,0.23,0.00
2022-06-01 07:00:00,"(28.557124, 77.083366)",41.12,0.23,0.00
2022-06-01 08:00:00,"(28.557124, 77.083366)",42.00,0.19,0.00
2022-06-01 09:00:00,"(28.557124, 77.083366)",43.01,0.19,0.00
2022-06-01 10:00:00,"(28.557124, 77.083366)",41.72,0.21,0.00
2022-06-01 11:00:00,"(28.557124, 77.083366)",41.57,0.21,0.00
2022-06-01 12:00:00,"(28.557124, 77.083366)",41.30,0.23,0.00
2022-06-01 13:00:00,"(28.557124, 77.083366)",39.50,0.26,0.00
2022-06-01 14:00:00,"(28.557124, 77.083366)",36.71,0.30,0.00
2022-06-01 15:00:00,"(28.557124, 77.083366)",35.34,0.34,0.00
2022-06-01 16:00:00,"(28.557124, 77.083366)",34.05,0.36,0.00
2022-06-01 17:00:00,"(28.557124, 77.083366)",31.94,0.42,0.00
2022-06-01 18:00:00,"(28.557124, 77.083366)",31.54,0.46,0.00
2022-06-01 19:00:00,"(28.557124, 77.083366)",31.45,0.46,0.00
2022-06-01 20:00:00,"(28.557124, 77.083366)",30.26,0.48,0.00
2022-06-01 21:00:00,"(28.557124, 77.083366)",30.08,0.49,0.00
2022-06-01 22:00:00,"(28.557124, 77.083366)",29.56,0.52,0.00
2022-06-01 23:00:00,"(28.557124, 77.083366)",29.65,0.50,0.00
2022-06-02 00:00:00,"(28.557124, 77.083366)",30.96,0.42,0.00
2022-06-02 01:00:00,"(28.557124, 77.083366)",31.39,0.40,0.00
2022-06-02 02:00:00,"(28.557124, 77.083366)",33.60,0.36,0.00
2022-06-02 03:00:00,"(28.557124, 77.083366)",34.25,0.35,0.00
2022-06-02 04:00:00,"(28.557124, 77.083366)",34.98,0.35,0.00
2022-06-02 05:00:00,"(28.557124, 77.083366)",38.30,0.31,0.00
2022-06-02 06:00:00,"(28.557124, 77.083366)",40.71,0.25,0.00
2022-06-02 07:00:00,"(28.557124, 77.083366)",40.83,0.24,0.00
2022-06-02 08:00:00,"(28.557124, 77.083366)",42.55,0.21,0.00
2022-06-02 09:00:00,"(28.557124, 77.083366)",43.04,0.20,0.00
2022-06-02 10:00:00,"(28.557124, 77.083366)",41.50,0.22,0.00
2022-06-02 11:00:00,"(28.557124, 77.083366)",41.69,0.21,0.00
2022-06-02 12:00:00,"(28.557124, 77.083366)",41.36,0.23,0.00
2022-06-02 13:00:00,"(28.557124, 77.083366)",40.60,0.30,0.00
2022-06-02 14:00:00,"(28.557124, 77.083366)",38.46,0.30,0.00
2022-06-02 15:00:00,"(28.557124, 77.083366)",36.53,0.34,0.00
2022-06-02 16:00:00,"(28.557124, 77.083366)",34.75,0.39,0.00
2022-06-02 17:00:00,"(28.557124, 77.083366)",32.80,0.44,0.00
2022-06-02 18:00:00,"(28.557124, 77.083366)",31.79,0.48,0.00
2022-06-02 19:00:00,"(28.557124, 77.083366)",31.38,0.49,0.00
2022-06-02 20:00:00,"(28.557124, 77.083366)",29.91,0.51,0.00
2022-06-02 21:00:00,"(28.557124, 77.083366)",29.54,0.52,0.00
2022-06-02 22:00:00,"(28.557124, 77.083366)",29.13,0.52,0.00
2022-06-02 23:00:00,"(28.557124, 77.083366)",29.58,0.51,0.00
2022-06-03 00:00:00,"(28.557124, 77.083366)",31.12,0.48,0.00
2022-06-03 01:00:00,"(28.557124, 77.083366)",31.27,0.59,0.00
2022-06-03 02:00:00,"(28.557124, 77.083366)",34.65,0.41,0.00
2022-06-03 03:00:00,"(28.557124, 77.083366)",35.79,0.37,0.00
2022-06-03 04:00:00,"(28.557124, 77.083366)",36.58,0.31,0.00
2022-06-03 05:00:00,"(28.557124, 77.083366)",39.10,0.25,0.00
2022-06-03 06:00:00,"(28.557124, 77.083366)",41.59,0.20,0.00
2022-06-03 07:00:00,"(28.557124, 77.083366)",41.89,0.19,0.00
2022-06-03 08:00:00,"(28.557124, 77.083366)",43.60,0.13,0.00
2022-06-03 09:00:00,"(28.557124, 77.083366)",44.00,0.12,0.00
2022-06-03 10:00:00,"(28.557124, 77.083366)",43.06,0.14,0.00
2022-06-03 11:00:00,"(28.557124, 77.083366)",42.92,0.14,0.00
2022-06-03 12:00:00,"(28.557124, 77.083366)",42.54,0.14,0.00
2022-06-03 13:00:00,"(28.557124, 77.083366)",41.37,0.15,0.00
2022-06-03 14:00:00,"(28.557124, 77.083366)",36.92,0.27,0.00
2022-06-03 15:00:00,"(28.557124, 77.083366)",34.38,0.34,0.00
2022-06-03 16:00:00,"(28.557124, 77.083366)",33.40,0.38,0.00
2022-06-03 17:00:00,"(28.557124, 77.083366)",31.17,0.42,0.00
2022-06-03 18:00:00,"(28.557124, 77.083366)",31.11,0.44,0.00
2022-06-03 19:00:00,"(28.557124, 77.083366)",30.53,0.45,0.00
2022-06-03 20:00:00,"(28.557124, 77.083366)",29.45,0.48,0.00
2022-06-03 21:00:00,"(28.557124, 77.083366)",29.27,0.46,0.00
2022-06-03 22:00:00,"(28.557124, 77.083366)",27.92,0.52,0.00
2022-06-03 23:00:00,"(28.557124, 77.083366)",27.76,0.53,0.00
2022-06-04 00:00:00,"(28.557124, 77.083366)",28.92,0.48,0.00
2022-06-04 01:00:00,"(28.557124, 77.083366)",30.82,0.45,0.00
2022-06-04 02:00:00,"(28.557124, 77.083366)",34.19,0.35,0.00
2022-06-04 03:00:00,"(28.557124, 77.083366)",35.41,0.34,0.00
2022-06-04 04:00:00,"(28.557124, 77.083366)",36.57,0.31,0.00
2022-06-04 05:00:00,"(28.557124, 77.083366)",40.40,0.21,0.00
2022-06-04 06:00:00,"(28.557124, 77.083366)",42.47,0.16,0.00
2022-06-04 07:00:00,"(28.557124, 77.083366)",42.91,0.15,0.00
2022-06-04 08:00:00,"(28.557124, 77.083366)",44.48,0.11,0.00
2022-06-04 09:00:00,"(28.557124, 77.083366)",44.64,0.11,0.00
2022-06-04 10:00:00,"(28.557124, 77.083366)",43.86,0.15,0.00
2022-06-04 11:00:00,"(28.557124, 77.083366)",43.39,0.16,0.00
2022-06-04 12:00:00,"(28.557124, 77.083366)",43.01,0.17,0.00
2022-06-04 13:00:00,"(28.557124, 77.083366)",42.31,0.20,0.00
2022-06-04 14:00:00,"(28.557124, 77.083366)",37.57,0.28,0.00
2022-06-04 15:00:00,"(28.557124, 77.083366)",35.26,0.34,0.00
2022-06-04 16:00:00,"(28.557124, 77.083366)",34.47,0.38,0.00
2022-06-04 17:00:00,"(28.557124, 77.083366)",32.30,0.42,0.00
2022-06-04 18:00:00,"(28.557124, 77.083366)",31.68,0.44,0.00
2022-06-04 19:00:00,"(28.557124, 77.083366)",31.52,0.44,0.00
2022-06-04 20:00:00,"(28.557124, 77.083366)",30.31,0.46,0.00
2022-06-04 21:00:00,"(28.557124, 77.083366)",30.37,0.44,0.00
2022-06-04 22:00:00,"(28.557124, 77.083366)",30.47,0.30,0.00
2022-06-04 23:00:00,"(28.557124, 77.083366)",30.78,0.26,0.00
2022-06-05 00:00:00,"(28.557124, 77.083366)",31.63,0.25,0.00
2022-06-05 01:00:00,"(28.557124, 77.083366)",32.01,0.26,0.00
2022-06-05 02:00:00,"(28.557124, 77.083366)",34.76,0.24,0.00
2022-06-05 03:00:00,"(28.557124, 77.083366)",35.44,0.27,0.00
2022-06-05 04:00:00,"(28.557124, 77.083366)",36.06,0.28,0.00
2022-06-05 05:00:00,"(28.557124, 77.083366)",39.19,0.25,0.00
2022-06-05 06:00:00,"(28.557124, 77.083366)",41.89,0.19,0.00
2022-06-05 07:00:00,"(28.557124, 77.083366)",42.26,0.18,0.00
2022-06-05 08:00:00,"(28.557124, 77.083366)",44.02,0.15,0.00
2022-06-05 09:00:00,"(28.557124, 77.083366)",44.44,0.15,0.00
2022-06-05 10:00:00,"(28.557124, 77.083366)",43.23,0.19,0.00
2022-06-05 11:00:00,"(28.557124, 77.083366)",43.09,0.20,0.00
2022-06-05 12:00:00,"(28.557124, 77.083366)",43.14,0.20,0.00
2022-06-05 13:00:00,"(28.557124, 77.083366)",42.30,0.24,0.00
2022-06-05 14:00:00,"(28.557124, 77.083366)",37.76,0.30,0.00
2022-06-05 15:00:00,"(28.557124, 77.083366)",35.38,0.34,0.00
2022-06-05 16:00:00,"(28.557124, 77.083366)",34.68,0.36,0.00
2022-06-05 17:00:00,"(28.557124, 77.083366)",32.50,0.40,0.00
2022-06-05 18:00:00,"(28.557124, 77.083366)",31.05,0.42,0.00
2022-06-05 19:00:00,"(28.557124, 77.083366)",31.68,0.36,0.00
2022-06-05 20:00:00,"(28.557124, 77.083366)",30.94,0.35,0.00
2022-06-05 21:00:00,"(28.557124, 77.083366)",31.15,0.30,0.00
2022-06-05 22:00:00,"(28.557124, 77.083366)",30.10,0.31,0.00
2022-06-05 23:00:00,"(28.557124, 77.083366)",29.90,0.30,0.00
2022-06-06 00:00:00,"(28.557124, 77.083366)",30.56,0.28,0.00
2022-06-06 01:00:00,"(28.557124, 77.083366)",31.36,0.28,0.00
2022-06-06 02:00:00,"(28.557124, 77.083366)",34.12,0.27,0.00
2022-06-06 03:00:00,"(28.557124, 77.083366)",34.97,0.28,0.00
2022-06-06 04:00:00,"(28.557124, 77.083366)",36.04,0.28,0.00
2022-06-06 05:00:00,"(28.557124, 77.083366)",38.88,0.26,0.00
2022-06-06 06:00:00,"(28.557124, 77.083366)",41.27,0.21,0.00
2022-06-06 07:00:00,"(28.557124, 77.083366)",41.75,0.19,0.00
2022-06-06 08:00:00,"(28.557124, 77.083366)",43.33,0.17,0.00
2022-06-06 09:00:00,"(28.557124, 77.083366)",43.26,0.17,0.00
2022-06-06 10:00:00,"(28.557124, 77.083366)",43.30,0.18,0.00
2022-06-06 11:00:00,"(28.557124, 77.083366)",43.30,0.18,0.00
2022-06-06 12:00:00,"(28.557124, 77.083366)",42.91,0.19,0.00
2022-06-06 13:00:00,"(28.557124, 77.083366)",41.90,0.20,0.00
2022-06-06 14:00:00,"(28.557124, 77.083366)",38.65,0.25,0.00
2022-06-06 15:00:00,"(28.557124, 77.083366)",35.25,0.32,0.00
2022-06-06 16:00:00,"(28.557124, 77.083366)",34.41,0.34,0.00
2022-06-06 17:00:00,"(28.557124, 77.083366)",32.92,0.38,0.00
2022-06-06 18:00:00,"(28.557124, 77.083366)",32.69,0.38,0.00
2022-06-06 19:00:00,"(28.557124, 77.083366)",32.89,0.37,0.00
2022-06-06 20:00:00,"(28.557124, 77.083366)",32.67,0.37,0.00
2022-06-06 21:00:00,"(28.557124, 77.083366)",32.93,0.37,0.00
2022-06-06 22:00:00,"(28.557124, 77.083366)",33.14,0.36,0.00
2022-06-06 23:00:00,"(28.557124, 77.083366)",32.92,0.37,0.00
2022-06-07 00:00:00,"(28.557124, 77.083366)",33.83,0.37,0.00
2022-06-07 01:00:00,"(28.557124, 77.083366)",33.98,0.36,0.00
2022-06-07 02:00:00,"(28.557124, 77.083366)",35.13,0.34,0.00
2022-06-07 03:00:00,"(28.557124, 77.083366)",35.98,0.32,0.00
2022-06-07 04:00:00,"(28.557124, 77.083366)",36.50,0.32,0.00
2022-06-07 05:00:00,"(28.557124, 77.083366)",38.49,0.28,0.00
2022-06-07 06:00:00,"(28.557124, 77.083366)",41.06,0.23,0.00
2022-06-07 07:00:00,"(28.557124, 77.083366)",41.44,0.22,0.00
2022-06-07 08:00:00,"(28.557124, 77.083366)",43.72,0.18,0.00
2022-06-07 09:00:00,"(28.557124, 77.083366)",43.86,0.18,0.00
2022-06-07 10:00:00,"(28.557124, 77.083366)",43.26,0.18,0.00
2022-06-07 11:00:00,"(28.557124, 77.083366)",43.09,0.18,0.00
2022-06-07 12:00:00,"(28.557124, 77.083366)",42.89,0.18,0.00
2022-06-07 13:00:00,"(28.557124, 77.083366)",42.38,0.16,0.00
2022-06-07 14:00:00,"(28.557124, 77.083366)",38.60,0.25,0.00
2022-06-07 15:00:00,"(28.557124, 77.083366)",36.86,0.30,0.00
2022-06-07 16:00:00,"(28.557124, 77.083366)",36.97,0.29,0.00
2022-06-07 17:00:00,"(28.557124, 77.083366)",34.61,0.31,0.00
2022-06-07 18:00:00,"(28.557124, 77.083366)",33.97,0.32,0.00
2022-06-07 19:00:00,"(28.557124, 77.083366)",34.49,0.28,0.00
2022-06-07 20:00:00,"(28.557124, 77.083366)",33.98,0.27,0.00
2022-06-07 21:00:00,"(28.557124, 77.083366)",34.62,0.27,0.00
2022-06-07 22:00:00,"(28.557124, 77.083366)",33.82,0.27,0.00
2022-06-07 23:00:00,"(28.557124, 77.083366)",33.93,0.27,0.00
2022-06-08 00:00:00,"(28.557124, 77.083366)",34.69,0.27,0.00
2022-06-08 01:00:00,"(28.557124, 77.083366)",34.89,0.27,0.00
2022-06-08 02:00:00,"(28.557124, 77.083366)",35.93,0.28,0.00
2022-06-08 03:00:00,"(28.557124, 77.083366)",36.15,0.31,0.00
2022-06-08 04:00:00,"(28.557124, 77.083366)",36.33,0.32,0.00
2022-06-08 05:00:00,"(28.557124, 77.083366)",38.55,0.28,0.00
2022-06-08 06:00:00,"(28.557124, 77.083366)",40.81,0.24,0.00
2022-06-08 07:00:00,"(28.557124, 77.083366)",41.37,0.22,0.00
2022-06-08 08:00:00,"(28.557124, 77.083366)",43.28,0.18,0.00
2022-06-08 09:00:00,"(28.557124, 77.083366)",43.73,0.17,0.00
2022-06-08 10:00:00,"(28.557124, 77.083366)",43.30,0.19,0.00
2022-06-08 11:00:00,"(28.557124, 77.083366)",43.27,0.18,0.00
2022-06-08 12:00:00,"(28.557124, 77.083366)",43.19,0.18,0.00
2022-06-08 13:00:00,"(28.557124, 77.083366)",42.30,0.19,0.00
2022-06-08 14:00:00,"(28.557124, 77.083366)",38.85,0.25,0.00
2022-06-08 15:00:00,"(28.557124, 77.083366)",36.58,0.26,0.00
2022-06-08 16:00:00,"(28.557124, 77.083366)",36.49,0.25,0.00
2022-06-08 17:00:00,"(28.557124, 77.083366)",35.13,0.27,0.00
2022-06-08 18:00:00,"(28.557124, 77.083366)",35.11,0.29,0.00
2022-06-08 19:00:00,"(28.557124, 77.083366)",34.93,0.29,0.00
2022-06-08 20:00:00,"(28.557124, 77.083366)",33.47,0.34,0.00
2022-06-08 21:00:00,"(28.557124, 77.083366)",33.27,0.35,0.00
2022-06-08 22:00:00,"(28.557124, 77.083366)",32.32,0.36,0.00
2022-06-08 23:00:00,"(28.557124, 77.083366)",32.21,0.36,0.00
2022-06-09 00:00:00,"(28.557124, 77.083366)",33.21,0.36,0.00
2022-06-09 01:00:00,"(28.557124, 77.083366)",33.77,0.35,0.00
2022-06-09 02:00:00,"(28.557124, 77.083366)",35.68,0.33,0.00
2022-06-09 03:00:00,"(28.557124, 77.083366)",36.25,0.33,0.00
2022-06-09 04:00:00,"(28.557124, 77.083366)",36.61,0.33,0.00
2022-06-09 05:00:00,"(28.557124, 77.083366)",38.92,0.29,0.00
2022-06-09 06:00:00,"(28.557124, 77.083366)",41.18,0.25,0.00
2022-06-09 07:00:00,"(28.557124, 77.083366)",41.04,0.23,0.00
2022-06-09 08:00:00,"(28.557124, 77.083366)",43.08,0.19,0.00
2022-06-09 09:00:00,"(28.557124, 77.083366)",43.43,0.19,0.00
2022-06-09 10:00:00,"(28.557124, 77.083366)",42.96,0.20,0.00
2022-06-09 11:00:00,"(28.557124, 77.083366)",42.96,0.20,0.00
2022-06-09 12:00:00,"(28.557124, 77.083366)",42.63,0.21,0.00
2022-06-09 13:00:00,"(28.557124, 77.083366)",41.74,0.26,0.00
2022-06-09 14:00:00,"(28.557124, 77.083366)",39.41,0.26,0.00
2022-06-09 15:00:00,"(28.557124, 77.083366)",36.99,0.32,0.00
2022-06-09 16:00:00,"(28.557124, 77.083366)",35.65,0.36,0.00
2022-06-09 17:00:00,"(28.557124, 77.083366)",34.71,0.35,0.00
2022-06-09 18:00:00,"(28.557124, 77.083366)",34.43,0.35,0.00
2022-06-09 19:00:00,"(28.557124, 77.083366)",33.59,0.36,0.00
2022-06-09 20:00:00,"(28.557124, 77.083366)",33.01,0.36,0.00
2022-06-09 21:00:00,"(28.557124, 77.083366)",33.64,0.34,0.00
2022-06-09 22:00:00,"(28.557124, 77.083366)",33.49,0.36,0.00
2022-06-09 23:00:00,"(28.557124, 77.083366)",33.59,0.38,0.00
2022-06-10 00:00:00,"(28.557124, 77.083366)",34.76,0.38,0.00
2022-06-10 01:00:00,"(28.557124, 77.083366)",34.85,0.37,0.00
2022-06-10 02:00:00,"(28.557124, 77.083366)",36.13,0.37,0.00
2022-06-10 03:00:00,"(28.557124, 77.083366)",36.48,0.38,0.00
2022-06-10 04:00:00,"(28.557124, 77.083366)",36.72,0.38,0.00
2022-06-10 05:00:00,"(28.557124, 77.083366)",38.63,0.33,0.00
2022-06-10 06:00:00,"(28.557124, 77.083366)",40.74,0.29,0.00
2022-06-10 07:00:00,"(28.557124, 77.083366)",41.01,0.28,0.00
2022-06-10 08:00:00,"(28.557124, 77.083366)",43.21,0.22,0.00
2022-06-10 09:00:00,"(28.557124, 77.083366)",43.56,0.20,0.00
2022-06-10 10:00:00,"(28.557124, 77.083366)",43.62,0.20,0.00
2022-06-10 11:00:00,"(28.557124, 77.083366)",43.55,0.19,0.00
2022-06-10 12:00:00,"(28.557124, 77.083366)",43.72,0.18,0.00
2022-06-10 13:00:00,"(28.557124, 77.083366)",43.14,0.17,0.00
