datetime (UTC),"coordinates (lat,lon)",temperature (degC),relative_humidity (0-1),total_precipitation (mm of water equivalent)
2022-01-15 21:00:00,"(28.557124, 77.083366)",9.05,0.97,0.00
2022-01-15 22:00:00,"(28.557124, 77.083366)",9.32,0.94,0.00
2022-01-15 23:00:00,"(28.557124, 77.083366)",9.25,0.95,0.00
2022-01-16 00:00:00,"(28.557124, 77.083366)",10.34,0.92,0.00
2022-01-16 01:00:00,"(28.557124, 77.083366)",10.14,0.93,0.00
2022-01-16 02:00:00,"(28.557124, 77.083366)",10.29,0.93,0.02
2022-01-16 03:00:00,"(28.557124, 77.083366)",10.06,0.91,0.00
2022-01-16 04:00:00,"(28.557124, 77.083366)",9.32,0.87,0.00
2022-01-16 05:00:00,"(28.557124, 77.083366)",10.06,0.86,0.00
2022-01-16 06:00:00,"(28.557124, 77.083366)",11.06,0.84,0.00
2022-01-16 07:00:00,"(28.557124, 77.083366)",11.50,0.82,0.00
2022-01-16 08:00:00,"(28.557124, 77.083366)",13.32,0.76,0.00
2022-01-16 09:00:00,"(28.557124, 77.083366)",13.71,0.74,0.00
2022-01-16 10:00:00,"(28.557124, 77.083366)",13.68,0.76,0.00
2022-01-16 11:00:00,"(28.557124, 77.083366)",13.66,0.76,0.00
2022-01-16 12:00:00,"(28.557124, 77.083366)",14.14,0.71,0.00
2022-01-16 13:00:00,"(28.557124, 77.083366)",14.39,0.73,0.00
2022-01-16 14:00:00,"(28.557124, 77.083366)",13.30,0.78,0.00
2022-01-16 15:00:00,"(28.557124, 77.083366)",11.68,0.84,0.00
2022-01-16 16:00:00,"(28.557124, 77.083366)",10.41,0.90,0.00
2022-01-16 17:00:00,"(28.557124, 77.083366)",9.53,0.94,0.00
2022-01-16 18:00:00,"(28.557124, 77.083366)",8.75,0.95,0.00
2022-01-16 19:00:00,"(28.557124, 77.083366)",8.61,0.96,0.02
2022-01-16 20:00:00,"(28.557124, 77.083366)",8.26,0.97,0.02
2022-01-16 21:00:00,"(28.557124, 77.083366)",7.85,0.98,0.02
2022-01-16 22:00:00,"(28.557124, 77.083366)",8.87,0.96,0.01
2022-01-16 23:00:00,"(28.557124, 77.083366)",8.63,0.97,0.00
2022-01-17 00:00:00,"(28.557124, 77.083366)",8.79,0.96,0.02
2022-01-17 01:00:00,"(28.557124, 77.083366)",9.49,0.95,0.00
2022-01-17 02:00:00,"(28.557124, 77.083366)",8.77,0.94,0.00
2022-01-17 03:00:00,"(28.557124, 77.083366)",9.20,0.94,0.00
2022-01-17 04:00:00,"(28.557124, 77.083366)",9.40,0.92,0.00
2022-01-17 05:00:00,"(28.557124, 77.083366)",9.94,0.87,0.00
2022-01-17 06:00:00,"(28.557124, 77.083366)",11.11,0.82,0.00
2022-01-17 07:00:00,"(28.557124, 77.083366)",11.29,0.83,0.00
2022-01-17 08:00:00,"(28.557124, 77.083366)",13.04,0.76,0.00
2022-01-17 09:00:00,"(28.557124, 77.083366)",13.54,0.74,0.00
2022-01-17 10:00:00,"(28.557124, 77.083366)",12.67,0.77,0.00
2022-01-17 11:00:00,"(28.557124, 77.083366)",12.59,0.78,0.00
2022-01-17 12:00:00,"(28.557124, 77.083366)",12.73,0.83,0.00
2022-01-17 13:00:00,"(28.557124, 77.083366)",13.23,0.78,0.00
2022-01-17 14:00:00,"(28.557124, 77.083366)",11.82,0.83,0.00
2022-01-17 15:00:00,"(28.557124, 77.083366)",10.23,0.88,0.00
2022-01-17 16:00:00,"(28.557124, 77.083366)",10.62,0.89,0.00
2022-01-17 17:00:00,"(28.557124, 77.083366)",9.71,0.92,0.00
2022-01-17 18:00:00,"(28.557124, 77.083366)",8.74,0.94,0.00
2022-01-17 19:00:00,"(28.557124, 77.083366)",8.24,0.96,0.00
2022-01-17 20:00:00,"(28.557124, 77.083366)",7.98,0.97,0.00
2022-01-17 21:00:00,"(28.557124, 77.083366)",7.33,0.97,0.00
2022-01-17 22:00:00,"(28.557124, 77.083366)",7.39,0.98,0.00
2022-01-17 23:00:00,"(28.557124, 77.083366)",7.37,0.98,0.00
2022-01-18 00:00:00,"(28.557124, 77.083366)",7.66,0.97,0.00
2022-01-18 01:00:00,"(28.557124, 77.083366)",7.79,0.98,0.00
2022-01-18 02:00:00,"(28.557124, 77.083366)",7.84,0.97,0.00
2022-01-18 03:00:00,"(28.557124, 77.083366)",8.04,0.95,0.00
2022-01-18 04:00:00,"(28.557124, 77.083366)",8.35,0.96,0.00
2022-01-18 05:00:00,"(28.557124, 77.083366)",9.93,0.89,0.00
2022-01-18 06:00:00,"(28.557124, 77.083366)",11.30,0.82,0.00
2022-01-18 07:00:00,"(28.557124, 77.083366)",11.70,0.80,0.00
2022-01-18 08:00:00,"(28.557124, 77.083366)",14.15,0.70,0.00
2022-01-18 09:00:00,"(28.557124, 77.083366)",14.55,0.67,0.00
2022-01-18 10:00:00,"(28.557124, 77.083366)",13.65,0.74,0.00
2022-01-18 11:00:00,"(28.557124, 77.083366)",13.67,0.75,0.00
2022-01-18 12:00:00,"(28.557124, 77.083366)",13.22,0.78,0.00
2022-01-18 13:00:00,"(28.557124, 77.083366)",12.71,0.81,0.00
2022-01-18 14:00:00,"(28.557124, 77.083366)",11.81,0.85,0.00
2022-01-18 15:00:00,"(28.557124, 77.083366)",10.70,0.88,0.00
2022-01-18 16:00:00,"(28.557124, 77.083366)",10.18,0.90,0.00
2022-01-18 17:00:00,"(28.557124, 77.083366)",9.46,0.93,0.00
2022-01-18 18:00:00,"(28.557124, 77.083366)",9.26,0.94,0.00
2022-01-18 19:00:00,"(28.557124, 77.083366)",9.17,0.95,0.00
2022-01-18 20:00:00,"(28.557124, 77.083366)",8.61,0.96,0.00
2022-01-18 21:00:00,"(28.557124, 77.083366)",8.34,0.96,0.00
2022-01-18 22:00:00,"(28.557124, 77.083366)",8.50,0.97,0.00
2022-01-18 23:00:00,"(28.557124, 77.083366)",8.41,0.97,0.00
2022-01-19 00:00:00,"(28.557124, 77.083366)",8.54,0.96,0.00
2022-01-19 01:00:00,"(28.557124, 77.083366)",9.30,0.95,0.00
2022-01-19 02:00:00,"(28.557124, 77.083366)",10.00,0.95,0.00
2022-01-19 03:00:00,"(28.557124, 77.083366)",9.53,0.96,0.00
2022-01-19 04:00:00,"(28.557124, 77.083366)",9.80,0.96,0.00
2022-01-19 05:00:00,"(28.557124, 77.083366)",11.37,0.90,0.00
2022-01-19 06:00:00,"(28.557124, 77.083366)",12.88,0.82,0.00
2022-01-19 07:00:00,"(28.557124, 77.083366)",13.67,0.79,0.00
2022-01-19 08:00:00,"(28.557124, 77.083366)",16.10,0.71,0.00
2022-01-19 09:00:00,"(28.557124, 77.083366)",16.13,0.70,0.00
2022-01-19 10:00:00,"(28.557124, 77.083366)",14.53,0.80,0.00
2022-01-19 11:00:00,"(28.557124, 77.083366)",14.56,0.79,0.00
2022-01-19 12:00:00,"(28.557124, 77.083366)",14.29,0.81,0.00
2022-01-19 13:00:00,"(28.557124, 77.083366)",14.84,0.79,0.00
2022-01-19 14:00:00,"(28.557124, 77.083366)",13.31,0.86,0.00
2022-01-19 15:00:00,"(28.557124, 77.083366)",12.67,0.89,0.00
2022-01-19 16:00:00,"(28.557124, 77.083366)",12.19,0.92,0.00
2022-01-19 17:00:00,"(28.557124, 77.083366)",11.25,0.96,0.00
2022-01-19 18:00:00,"(28.557124, 77.083366)",10.83,0.95,0.03
2022-01-19 19:00:00,"(28.557124, 77.083366)",10.42,0.97,0.08
2022-01-19 20:00:00,"(28.557124, 77.083366)",10.08,0.97,0.15
2022-01-19 21:00:00,"(28.557124, 77.083366)",10.04,0.97,0.16
2022-01-19 22:00:00,"(28.557124, 77.083366)",10.24,0.97,0.14
2022-01-19 23:00:00,"(28.557124, 77.083366)",10.44,0.97,0.11
2022-01-20 00:00:00,"(28.557124, 77.083366)",10.22,0.96,0.00
2022-01-20 01:00:00,"(28.557124, 77.083366)",10.37,0.96,0.00
2022-01-20 02:00:00,"(28.557124, 77.083366)",10.57,0.97,0.07
2022-01-20 03:00:00,"(28.557124, 77.083366)",11.02,0.96,0.08
2022-01-20 04:00:00,"(28.557124, 77.083366)",10.59,1.00,0.11
2022-01-20 05:00:00,"(28.557124, 77.083366)",11.84,0.95,0.07
2022-01-20 06:00:00,"(28.557124, 77.083366)",13.30,0.89,0.04
2022-01-20 07:00:00,"(28.557124, 77.083366)",13.78,0.86,0.00
2022-01-20 08:00:00,"(28.557124, 77.083366)",16.47,0.75,0.00
2022-01-20 09:00:00,"(28.557124, 77.083366)",16.56,0.71,0.01
2022-01-20 10:00:00,"(28.557124, 77.083366)",15.43,0.79,0.00
2022-01-20 11:00:00,"(28.557124, 77.083366)",15.36,0.79,0.00
2022-01-20 12:00:00,"(28.557124, 77.083366)",14.92,0.83,0.00
2022-01-20 13:00:00,"(28.557124, 77.083366)",14.12,0.86,0.00
2022-01-20 14:00:00,"(28.557124, 77.083366)",13.31,0.89,0.00
2022-01-20 15:00:00,"(28.557124, 77.083366)",12.63,0.90,0.00
2022-01-20 16:00:00,"(28.557124, 77.083366)",11.85,0.92,0.00
2022-01-20 17:00:00,"(28.557124, 77.083366)",10.95,0.95,0.00
2022-01-20 18:00:00,"(28.557124, 77.083366)",10.49,0.95,0.00
2022-01-20 19:00:00,"(28.557124, 77.083366)",10.43,0.95,0.00
2022-01-20 20:00:00,"(28.557124, 77.083366)",10.05,0.95,0.00
2022-01-20 21:00:00,"(28.557124, 77.083366)",9.83,0.96,0.00
2022-01-20 22:00:00,"(28.557124, 77.083366)",8.64,0.99,0.00
2022-01-20 23:00:00,"(28.557124, 77.083366)",8.81,0.99,0.00
2022-01-21 00:00:00,"(28.557124, 77.083366)",8.95,0.97,0.00
2022-01-21 01:00:00,"(28.557124, 77.083366)",8.92,0.97,0.00
2022-01-21 02:00:00,"(28.557124, 77.083366)",9.05,0.97,0.00
2022-01-21 03:00:00,"(28.557124, 77.083366)",9.91,0.95,0.00
2022-01-21 04:00:00,"(28.557124, 77.083366)",10.56,0.93,0.00
2022-01-21 05:00:00,"(28.557124, 77.083366)",12.78,0.86,0.00
2022-01-21 06:00:00,"(28.557124, 77.083366)",14.12,0.80,0.01
2022-01-21 07:00:00,"(28.557124, 77.083366)",14.52,0.77,0.00
2022-01-21 08:00:00,"(28.557124, 77.083366)",17.36,0.67,0.00
2022-01-21 09:00:00,"(28.557124, 77.083366)",17.74,0.63,0.00
2022-01-21 10:00:00,"(28.557124, 77.083366)",16.15,0.73,0.00
2022-01-21 11:00:00,"(28.557124, 77.083366)",16.21,0.72,0.00
2022-01-21 12:00:00,"(28.557124, 77.083366)",15.86,0.74,0.00
2022-01-21 13:00:00,"(28.557124, 77.083366)",14.74,0.82,0.00
2022-01-21 14:00:00,"(28.557124, 77.083366)",13.04,0.90,0.00
2022-01-21 15:00:00,"(28.557124, 77.083366)",11.72,0.93,0.00
2022-01-21 16:00:00,"(28.557124, 77.083366)",11.66,0.93,0.00
2022-01-21 17:00:00,"(28.557124, 77.083366)",11.31,0.95,0.00
2022-01-21 18:00:00,"(28.557124, 77.083366)",10.80,0.95,0.01
2022-01-21 19:00:00,"(28.557124, 77.083366)",11.28,0.94,0.31
2022-01-21 20:00:00,"(28.557124, 77.083366)",11.20,0.96,0.64
2022-01-21 21:00:00,"(28.557124, 77.083366)",11.16,0.94,0.81
2022-01-21 22:00:00,"(28.557124, 77.083366)",11.43,0.96,0.26
2022-01-21 23:00:00,"(28.557124, 77.083366)",11.82,0.95,0.58
2022-01-22 00:00:00,"(28.557124, 77.083366)",12.29,0.94,0.62
2022-01-22 01:00:00,"(28.557124, 77.083366)",12.26,0.94,0.64
2022-01-22 02:00:00,"(28.557124, 77.083366)",12.31,0.94,0.53
2022-01-22 03:00:00,"(28.557124, 77.083366)",12.26,0.94,0.47
2022-01-22 04:00:00,"(28.557124, 77.083366)",11.90,0.93,0.84
2022-01-22 05:00:00,"(28.557124, 77.083366)",12.20,0.95,0.16
2022-01-22 06:00:00,"(28.557124, 77.083366)",12.61,0.95,0.71
2022-01-22 07:00:00,"(28.557124, 77.083366)",13.03,0.94,0.64
2022-01-22 08:00:00,"(28.557124, 77.083366)",14.40,0.87,0.79
2022-01-22 09:00:00,"(28.557124, 77.083366)",14.08,0.93,0.77
2022-01-22 10:00:00,"(28.557124, 77.083366)",13.60,0.93,0.28
2022-01-22 11:00:00,"(28.557124, 77.083366)",13.99,0.94,0.22
2022-01-22 12:00:00,"(28.557124, 77.083366)",14.28,0.94,0.26
2022-01-22 13:00:00,"(28.557124, 77.083366)",14.40,0.94,0.21
2022-01-22 14:00:00,"(28.557124, 77.083366)",14.17,0.94,0.70
2022-01-22 15:00:00,"(28.557124, 77.083366)",13.65,0.96,0.88
2022-01-22 16:00:00,"(28.557124, 77.083366)",13.37,0.95,1.25
2022-01-22 17:00:00,"(28.557124, 77.083366)",12.74,0.95,1.49
2022-01-22 18:00:00,"(28.557124, 77.083366)",12.65,0.95,1.39
2022-01-22 19:00:00,"(28.557124, 77.083366)",12.70,0.95,1.19
2022-01-22 20:00:00,"(28.557124, 77.083366)",12.58,0.96,1.36
2022-01-22 21:00:00,"(28.557124, 77.083366)",12.81,0.96,1.32
2022-01-22 22:00:00,"(28.557124, 77.083366)",12.16,0.98,1.13
2022-01-22 23:00:00,"(28.557124, 77.083366)",12.21,0.98,0.80
2022-01-23 00:00:00,"(28.557124, 77.083366)",12.44,0.97,0.53
2022-01-23 01:00:00,"(28.557124, 77.083366)",12.53,0.97,0.40
2022-01-23 02:00:00,"(28.557124, 77.083366)",12.64,0.96,0.11
2022-01-23 03:00:00,"(28.557124, 77.083366)",12.39,0.97,0.10
2022-01-23 04:00:00,"(28.557124, 77.083366)",12.14,0.97,0.05
2022-01-23 05:00:00,"(28.557124, 77.083366)",12.82,0.96,0.09
2022-01-23 06:00:00,"(28.557124, 77.083366)",13.64,0.94,0.07
2022-01-23 07:00:00,"(28.557124, 77.083366)",14.07,0.93,0.08
2022-01-23 08:00:00,"(28.557124, 77.083366)",14.87,0.88,0.07
2022-01-23 09:00:00,"(28.557124, 77.083366)",15.24,0.87,0.08
2022-01-23 10:00:00,"(28.557124, 77.083366)",14.58,0.85,0.09
2022-01-23 11:00:00,"(28.557124, 77.083366)",14.60,0.82,0.10
2022-01-23 12:00:00,"(28.557124, 77.083366)",14.13,0.83,0.08
2022-01-23 13:00:00,"(28.557124, 77.083366)",13.81,0.85,0.01
2022-01-23 14:00:00,"(28.557124, 77.083366)",13.07,0.86,0.00
2022-01-23 15:00:00,"(28.557124, 77.083366)",11.97,0.92,0.00
2022-01-23 16:00:00,"(28.557124, 77.083366)",11.58,0.92,0.00
2022-01-23 17:00:00,"(28.557124, 77.083366)",10.89,0.93,0.00
2022-01-23 18:00:00,"(28.557124, 77.083366)",11.07,0.92,0.00
2022-01-23 19:00:00,"(28.557124, 77.083366)",10.83,0.94,0.00
2022-01-23 20:00:00,"(28.557124, 77.083366)",10.17,0.95,0.00
2022-01-23 21:00:00,"(28.557124, 77.083366)",10.40,0.92,0.00
2022-01-23 22:00:00,"(28.557124, 77.083366)",9.58,0.98,0.00
2022-01-23 23:00:00,"(28.557124, 77.083366)",9.58,0.98,0.00
2022-01-24 00:00:00,"(28.557124, 77.083366)",9.30,0.97,0.00
2022-01-24 01:00:00,"(28.557124, 77.083366)",9.09,0.97,0.00
2022-01-24 02:00:00,"(28.557124, 77.083366)",9.64,0.96,0.00
2022-01-24 03:00:00,"(28.557124, 77.083366)",10.19,0.96,0.00
2022-01-24 04:00:00,"(28.557124, 77.083366)",11.20,0.93,0.00
2022-01-24 05:00:00,"(28.557124, 77.083366)",12.47,0.84,0.01
2022-01-24 06:00:00,"(28.557124, 77.083366)",14.10,0.74,0.00
2022-01-24 07:00:00,"(28.557124, 77.083366)",14.29,0.69,0.01
2022-01-24 08:00:00,"(28.557124, 77.083366)",15.25,0.65,0.05
2022-01-24 09:00:00,"(28.557124, 77.083366)",15.60,0.64,0.06
2022-01-24 10:00:00,"(28.557124, 77.083366)",15.13,0.71,0.04
2022-01-24 11:00:00,"(28.557124, 77.083366)",15.03,0.72,0.01
2022-01-24 12:00:00,"(28.557124, 77.083366)",14.61,0.78,0.00
2022-01-24 13:00:00,"(28.557124, 77.083366)",14.35,0.79,0.00
2022-01-24 14:00:00,"(28.557124, 77.083366)",12.75,0.87,0.00
2022-01-24 15:00:00,"(28.557124, 77.083366)",11.60,0.93,0.00
2022-01-24 16:00:00,"(28.557124, 77.083366)",11.58,0.93,0.00
2022-01-24 17:00:00,"(28.557124, 77.083366)",10.41,0.98,0.00
2022-01-24 18:00:00,"(28.557124, 77.083366)",10.36,0.97,0.00
2022-01-24 19:00:00,"(28.557124, 77.083366)",10.33,0.97,0.00
2022-01-24 20:00:00,"(28.557124, 77.083366)",9.86,0.98,0.00
2022-01-24 21:00:00,"(28.557124, 77.083366)",10.16,0.97,0.00
2022-01-24 22:00:00,"(28.557124, 77.083366)",8.76,0.97,0.00
2022-01-24 23:00:00,"(28.557124, 77.083366)",8.67,0.97,0.00
2022-01-25 00:00:00,"(28.557124, 77.083366)",8.30,0.97,0.00
2022-01-25 01:00:00,"(28.557124, 77.083366)",8.26,0.97,0.00
2022-01-25 02:00:00,"(28.557124, 77.083366)",8.61,0.97,0.00
2022-01-25 03:00:00,"(28.557124, 77.083366)",9.12,0.97,0.00
2022-01-25 04:00:00,"(28.557124, 77.083366)",9.53,0.96,0.00
2022-01-25 05:00:00,"(28.557124, 77.083366)",11.79,0.87,0.00
2022-01-25 06:00:00,"(28.557124, 77.083366)",13.32,0.78,0.00
2022-01-25 07:00:00,"(28.557124, 77.083366)",13.25,0.77,0.01
2022-01-25 08:00:00,"(28.557124, 77.083366)",14.17,0.72,0.02
2022-01-25 09:00:00,"(28.557124, 77.083366)",14.23,0.66,0.03
2022-01-25 10:00:00,"(28.557124, 77.083366)",13.11,0.76,0.03
2022-01-25 11:00:00,"(28.557124, 77.083366)",13.04,0.80,0.00
2022-01-25 12:00:00,"(28.557124, 77.083366)",13.21,0.79,0.00
2022-01-25 13:00:00,"(28.557124, 77.083366)",12.78,0.83,0.00
2022-01-25 14:00:00,"(28.557124, 77.083366)",11.66,0.89,0.00
2022-01-25 15:00:00,"(28.557124, 77.083366)",10.85,0.92,0.00
2022-01-25 16:00:00,"(28.557124, 77.083366)",10.83,0.92,0.00
2022-01-25 17:00:00,"(28.557124, 77.083366)",9.52,0.96,0.00
2022-01-25 18:00:00,"(28.557124, 77.083366)",9.39,0.96,0.00
2022-01-25 19:00:00,"(28.557124, 77.083366)",9.01,0.96,0.00
2022-01-25 20:00:00,"(28.557124, 77.083366)",8.38,0.98,0.00
2022-01-25 21:00:00,"(28.557124, 77.083366)",9.17,0.96,0.00
2022-01-25 22:00:00,"(28.557124, 77.083366)",8.73,0.96,0.00
2022-01-25 23:00:00,"(28.557124, 77.083366)",8.83,0.96,0.00
2022-01-26 00:00:00,"(28.557124, 77.083366)",8.19,0.96,0.00
2022-01-26 01:00:00,"(28.557124, 77.083366)",8.02,0.97,0.00
2022-01-26 02:00:00,"(28.557124, 77.083366)",8.27,0.96,0.00
2022-01-26 03:00:00,"(28.557124, 77.083366)",8.56,0.95,0.00
2022-01-26 04:00:00,"(28.557124, 77.083366)",9.10,0.95,0.00
2022-01-26 05:00:00,"(28.557124, 77.083366)",12.62,0.85,0.00
2022-01-26 06:00:00,"(28.557124, 77.083366)",14.16,0.76,0.09
2022-01-26 07:00:00,"(28.557124, 77.083366)",14.48,0.73,0.00
2022-01-26 08:00:00,"(28.557124, 77.083366)",16.07,0.67,0.00
2022-01-26 09:00:00,"(28.557124, 77.083366)",16.39,0.64,0.01
2022-01-26 10:00:00,"(28.557124, 77.083366)",15.50,0.69,0.00
2022-01-26 11:00:00,"(28.557124, 77.083366)",15.40,0.70,0.00
2022-01-26 12:00:00,"(28.557124, 77.083366)",15.27,0.70,0.00
2022-01-26 13:00:00,"(28.557124, 77.083366)",14.69,0.76,0.00
2022-01-26 14:00:00,"(28.557124, 77.083366)",13.04,0.85,0.00
2022-01-26 15:00:00,"(28.557124, 77.083366)",11.26,0.90,0.00
2022-01-26 16:00:00,"(28.557124, 77.083366)",11.00,0.91,0.00
2022-01-26 17:00:00,"(28.557124, 77.083366)",10.05,0.94,0.00
2022-01-26 18:00:00,"(28.557124, 77.083366)",10.06,0.94,0.00
2022-01-26 19:00:00,"(28.557124, 77.083366)",9.85,0.94,0.00
2022-01-26 20:00:00,"(28.557124, 77.083366)",9.01,0.95,0.00
2022-01-26 21:00:00,"(28.557124, 77.083366)",9.01,0.94,0.00
2022-01-26 22:00:00,"(28.557124, 77.083366)",8.88,0.94,0.00
2022-01-26 23:00:00,"(28.557124, 77.083366)",8.84,0.94,0.00
2022-01-27 00:00:00,"(28.557124, 77.083366)",8.76,0.95,0.00
2022-01-27 01:00:00,"(28.557124, 77.083366)",8.66,0.94,0.00
2022-01-27 02:00:00,"(28.557124, 77.083366)",8.80,0.94,0.00
2022-01-27 03:00:00,"(28.557124, 77.083366)",8.91,0.92,0.00
2022-01-27 04:00:00,"(28.557124, 77.083366)",9.21,0.90,0.00
2022-01-27 05:00:00,"(28.557124, 77.083366)",12.58,0.78,0.00
2022-01-27 06:00:00,"(28.557124, 77.083366)",15.15,0.69,0.00
2022-01-27 07:00:00,"(28.557124, 77.083366)",15.52,0.67,0.00
2022-01-27 08:00:00,"(28.557124, 77.083366)",17.91,0.56,0.00
2022-01-27 09:00:00,"(28.557124, 77.083366)",18.04,0.55,0.00
2022-01-27 10:00:00,"(28.557124, 77.083366)",16.91,0.60,0.00
2022-01-27 11:00:00,"(28.557124, 77.083366)",16.90,0.61,0.00
2022-01-27 12:00:00,"(28.557124, 77.083366)",16.60,0.62,0.00
2022-01-27 13:00:00,"(28.557124, 77.083366)",15.72,0.67,0.00
2022-01-27 14:00:00,"(28.557124, 77.083366)",13.40,0.77,0.00
2022-01-27 15:00:00,"(28.557124, 77.083366)",11.99,0.81,0.00
2022-01-27 16:00:00,"(28.557124, 77.083366)",11.48,0.84,0.00
2022-01-27 17:00:00,"(28.557124, 77.083366)",10.15,0.88,0.00
2022-01-27 18:00:00,"(28.557124, 77.083366)",10.01,0.87,0.00
2022-01-27 19:00:00,"(28.557124, 77.083366)",9.80,0.89,0.00
2022-01-27 20:00:00,"(28.557124, 77.083366)",8.78,0.92,0.00
2022-01-27 21:00:00,"(28.557124, 77.083366)",8.46,0.92,0.00
2022-01-27 22:00:00,"(28.557124, 77.083366)",7.91,0.92,0.00
2022-01-27 23:00:00,"(28.557124, 77.083366)",7.75,0.93,0.00
2022-01-28 00:00:00,"(28.557124, 77.083366)",7.91,0.91,0.00
2022-01-28 01:00:00,"(28.557124, 77.083366)",7.88,0.91,0.00
2022-01-28 02:00:00,"(28.557124, 77.083366)",7.97,0.89,0.00
2022-01-28 03:00:00,"(28.557124, 77.083366)",8.57,0.86,0.00
2022-01-28 04:00:00,"(28.557124, 77.083366)",9.32,0.84,0.00
2022-01-28 05:00:00,"(28.557124, 77.083366)",14.37,0.66,0.00
2022-01-28 06:00:00,"(28.557124, 77.083366)",16.92,0.54,0.00
2022-01-28 07:00:00,"(28.557124, 77.083366)",17.26,0.52,0.00
2022-01-28 08:00:00,"(28.557124, 77.083366)",19.38,0.42,0.00
2022-01-28 09:00:00,"(28.557124, 77.083366)",19.63,0.42,0.00
2022-01-28 10:00:00,"(28.557124, 77.083366)",18.61,0.49,0.00
2022-01-28 11:00:00,"(28.557124, 77.083366)",18.37,0.50,0.00
2022-01-28 12:00:00,"(28.557124, 77.083366)",18.07,0.51,0.00
2022-01-28 13:00:00,"(28.557124, 77.083366)",16.55,0.59,0.00
2022-01-28 14:00:00,"(28.557124, 77.083366)",14.10,0.74,0.00
2022-01-28 15:00:00,"(28.557124, 77.083366)",12.23,0.82,0.00
2022-01-28 16:00:00,"(28.557124, 77.083366)",12.04,0.84,0.00
2022-01-28 17:00:00,"(28.557124, 77.083366)",10.59,0.89,0.00
2022-01-28 18:00:00,"(28.557124, 77.083366)",10.47,0.89,0.00
2022-01-28 19:00:00,"(28.557124, 77.083366)",9.87,0.90,0.00
2022-01-28 20:00:00,"(28.557124, 77.083366)",8.94,0.93,0.00
2022-01-28 21:00:00,"(28.557124, 77.083366)",8.43,0.94,0.00
2022-01-28 22:00:00,"(28.557124, 77.083366)",7.30,0.96,0.00
2022-01-28 23:00:00,"(28.557124, 77.083366)",6.88,0.97,0.00
2022-01-29 00:00:00,"(28.557124, 77.083366)",7.06,0.94,0.00
2022-01-29 01:00:00,"(28.557124, 77.083366)",7.18,0.94,0.00
2022-01-29 02:00:00,"(28.557124, 77.083366)",7.16,0.94,0.00
2022-01-29 03:00:00,"(28.557124, 77.083366)",8.03,0.90,0.00
2022-01-29 04:00:00,"(28.557124, 77.083366)",10.03,0.87,0.00
2022-01-29 05:00:00,"(28.557124, 77.083366)",15.94,0.68,0.00
2022-01-29 06:00:00,"(28.557124, 77.083366)",17.18,0.58,0.00
2022-01-29 07:00:00,"(28.557124, 77.083366)",17.77,0.55,0.00
2022-01-29 08:00:00,"(28.557124, 77.083366)",20.33,0.47,0.00
2022-01-29 09:00:00,"(28.557124, 77.083366)",20.96,0.47,0.00
2022-01-29 10:00:00,"(28.557124, 77.083366)",19.66,0.53,0.00
2022-01-29 11:00:00,"(28.557124, 77.083366)",19.53,0.54,0.00
2022-01-29 12:00:00,"(28.557124, 77.083366)",19.20,0.56,0.00
2022-01-29 13:00:00,"(28.557124, 77.083366)",17.61,0.66,0.00
2022-01-29 14:00:00,"(28.557124, 77.083366)",14.69,0.76,0.00
2022-01-29 15:00:00,"(28.557124, 77.083366)",12.76,0.82,0.00
2022-01-29 16:00:00,"(28.557124, 77.083366)",12.80,0.81,0.00
2022-01-29 17:00:00,"(28.557124, 77.083366)",11.36,0.86,0.00
2022-01-29 18:00:00,"(28.557124, 77.083366)",10.80,0.86,0.00
2022-01-29 19:00:00,"(28.557124, 77.083366)",10.87,0.87,0.00
2022-01-29 20:00:00,"(28.557124, 77.083366)",9.98,0.91,0.00
2022-01-29 21:00:00,"(28.557124, 77.083366)",10.00,0.91,0.00
2022-01-29 22:00:00,"(28.557124, 77.083366)",9.54,0.93,0.00
2022-01-29 23:00:00,"(28.557124, 77.083366)",9.26,0.95,0.00
2022-01-30 00:00:00,"(28.557124, 77.083366)",9.61,0.93,0.00
2022-01-30 01:00:00,"(28.557124, 77.083366)",9.63,0.93,0.00
2022-01-30 02:00:00,"(28.557124, 77.083366)",10.21,0.92,0.00
2022-01-30 03:00:00,"(28.557124, 77.083366)",10.67,0.89,0.00
2022-01-30 04:00:00,"(28.557124, 77.083366)",11.03,0.88,0.00
2022-01-30 05:00:00,"(28.557124, 77.083366)",16.15,0.74,0.00
2022-01-30 06:00:00,"(28.557124, 77.083366)",18.26,0.60,0.00
2022-01-30 07:00:00,"(28.557124, 77.083366)",18.79,0.57,0.00
2022-01-30 08:00:00,"(28.557124, 77.083366)",21.47,0.50,0.00
2022-01-30 09:00:00,"(28.557124, 77.083366)",21.86,0.47,0.00
2022-01-30 10:00:00,"(28.557124, 77.083366)",20.39,0.55,0.00
2022-01-30 11:00:00,"(28.557124, 77.083366)",20.35,0.55,0.00
2022-01-30 12:00:00,"(28.557124, 77.083366)",20.25,0.56,0.00
2022-01-30 13:00:00,"(28.557124, 77.083366)",18.67,0.64,0.00
2022-01-30 14:00:00,"(28.557124, 77.083366)",16.17,0.73,0.00
2022-01-30 15:00:00,"(28.557124, 77.083366)",14.47,0.85,0.00
2022-01-30 16:00:00,"(28.557124, 77.083366)",14.39,0.85,0.00
2022-01-30 17:00:00,"(28.557124, 77.083366)",13.19,0.88,0.00
